Geography,Geographic Area Name,Total,T_ Under 18 years,T_ 18 to 34 years,T_ 35 to 64 years,T_ 65 years and over,T_ Male,T_ Female,T_ African American,T_ American Indian/Alaska Native,T_ Asian,T_ Hawaiian/ Pacific Islander,T_ Two or more races,T_ Hispanic or Latino,T_ White,T_ Less than high school graduate,T_ High school graduate,T_ Bachelor's degree or higher,T_ Employed,T_ Employed | Male,T_ Employed | Female,BP_ | Total,BP_ | Under 18 years,BP_ | 18 to 34 years,BP_ | 35 to 64 years,BP_ | 65 years and over,BP_ | Male,BP_ | Female,BP_ | African American,BP_ | American Indian/ Alaska Native,BP_ | Asian,BP_ | Hawaiian/ Pacific Islander,BP_ | Two or more races,BP_ | Hispanic or Latino,BP_ | White,BP_ | Less than high school graduate,BP_ | High school graduate,BP_ | Bachelor's degree or higher,BP_ | Employed,BP_ | Employed | Male,BP_ | Employed | Female,BP_ | 50%,BP_ | 125%,BP_ | 150%,BP_ | 185%,BP_ | 200%,BP_ | 300%,BP_ | 400%,BP_ | 500%,state,county
0500000US06075,"San Francisco County, California",796384,109455,202993,336612,147324,410499,385885,37507,-999999999,286330,-999999999,90619,129351,292568,69991,75067,387782,464424,247579,216845,95897,10232,21239,36725,27701,47113,48784,11631,-999999999,28216,-999999999,11226,23094,26576,18562,18440,21289,21477,10116,11361,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,075
0500000US06077,"San Joaquin County, California",791704,204673,182724,297419,106888,394987,396717,53156,14619,154419,-999999999,145501,339394,202678,97542,141117,122406,369062,203045,166017,97659,33687,21595,32545,9832,47684,49975,8897,1328,9662,-999999999,16281,53621,21371,19358,15541,4628,21754,12926,8828,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,077
0500000US06079,"San Luis Obispo County, California",265689,47081,61535,93499,63574,132343,133346,-999999999,-999999999,9341,-999999999,41609,66263,173902,15237,29230,80334,131674,69331,62343,35799,6325,16547,8227,4700,16062,19737,-999999999,-999999999,1523,-999999999,6739,11688,20816,3108,3680,2740,12806,5035,7771,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,079
0500000US06081,"San Mateo County, California",719698,136136,152713,297223,133626,358564,361134,14307,-999999999,231268,-999999999,100159,177689,246488,54248,74463,292813,386098,202380,183718,52835,9746,12065,17436,13588,23778,29057,2424,-999999999,12331,-999999999,8232,21763,13329,9666,7630,10593,10325,5335,4990,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,081
0500000US06083,"Santa Barbara County, California",420533,95843,107947,142649,74094,209310,211223,-999999999,14061,19602,-999999999,117349,209214,169448,50377,44845,99322,198507,108661,89846,64816,17496,21744,16260,9316,27683,37133,-999999999,5234,3732,-999999999,18652,36427,21578,12358,6047,4562,16197,7532,8665,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,083
0500000US06085,"Santa Clara County, California",1840633,368107,448530,740713,283283,937275,903358,43425,18009,761813,-999999999,264594,457424,488869,135128,179093,754202,1002844,553502,449342,137378,27108,35224,44989,30057,65250,72128,5243,1372,45663,-999999999,21690,48005,30583,22563,19547,27368,30906,14769,16137,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,085
0500000US06087,"Santa Cruz County, California",248996,45811,56780,94998,51407,125230,123766,-999999999,-999999999,7500,-999999999,33673,88188,138366,23326,23295,78184,126027,65607,60420,32330,6844,11481,8663,5342,16276,16054,-999999999,-999999999,991,-999999999,3251,16279,13825,5616,3754,2975,8370,3440,4930,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,087
0500000US06089,"Shasta County, California",176962,37442,34516,66574,38430,86124,90838,-999999999,-999999999,7250,-999999999,21434,21396,131811,12145,34593,29311,77518,40309,37209,22337,5039,3039,9233,5026,10364,11973,-999999999,-999999999,645,-999999999,3357,4152,13987,2158,6152,2377,2319,694,1625,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,089
0500000US06095,"Solano County, California",439292,95377,95190,170237,78488,216735,222557,51795,-999999999,76792,-999999999,73314,132359,142155,29854,79235,91409,210175,110222,99953,45786,11389,11347,14226,8824,20943,24843,8525,-999999999,3905,-999999999,10162,17160,12019,5211,10580,6436,8458,4233,4225,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,095
0500000US06097,"Sonoma County, California",475448,88965,91474,188400,106609,234591,240857,7371,-999999999,21665,-999999999,79073,143826,273049,44013,71098,132577,250812,130246,120566,42456,7552,10440,14512,9952,19937,22519,2026,-999999999,2285,-999999999,5596,16282,19555,7607,8243,4932,10069,2962,7107,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,097
0500000US06099,"Stanislaus County, California",545215,142547,128397,198326,75945,271499,273716,16254,-999999999,34573,4700,155462,278966,188626,73719,95813,73969,249154,138647,110507,66937,22508,13079,21492,9858,29933,37004,1596,-999999999,4661,350,23924,38089,16931,14004,11911,4715,13537,7297,6240,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,099
0500000US06101,"Sutter County, California",97386,23569,22110,35188,16519,47057,50329,-999999999,-999999999,17605,-999999999,13526,32580,38743,14489,14274,12275,41892,22217,19675,16860,5232,3820,5661,2147,7084,9776,-999999999,-999999999,2939,-999999999,3698,7125,4659,3181,1927,1716,3780,1631,2149,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,101
0500000US06103,"Tehama County, California",64328,15490,12331,23177,13330,32344,31984,-999999999,-999999999,-999999999,-999999999,6216,19126,38784,6992,10960,9679,26686,14662,12024,8910,2976,2332,2481,1121,3986,4924,-999999999,-999999999,-999999999,-999999999,549,3681,4962,1178,1590,755,1546,873,673,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,103
0500000US06107,"Tulare County, California",475013,139872,116017,162242,56882,236858,238155,6215,8454,17750,-999999999,105333,319372,118858,68893,82016,48709,198402,111318,87084,82323,32484,18795,21291,9753,35476,46847,1677,2163,2297,-999999999,16504,66488,9557,19021,12364,2071,13234,6505,6729,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,107
0500000US06111,"Ventura County, California",821875,177050,176080,320269,148476,408191,413684,16022,11449,59873,-999999999,208488,367911,340663,88182,110057,219526,406461,216788,189673,79578,23490,19213,24093,12782,35284,44294,1922,4288,2286,-999999999,20188,46856,26081,16288,12419,6685,16409,8559,7850,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,111
0500000US06113,"Yolo County, California",211330,41848,66346,73095,30041,103505,107825,-999999999,-999999999,31887,-999999999,34641,71816,88842,13578,22107,61262,109458,57762,51696,33769,4314,19327,6875,3253,14163,19606,-999999999,-999999999,9332,-999999999,4344,10741,10918,2423,3313,3497,11983,5434,6549,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,113
0500000US06115,"Yuba County, California",84288,23033,19616,30485,11154,43102,41186,-999999999,-999999999,-999999999,-999999999,13832,26712,40583,5984,16642,8675,33958,17620,16338,12939,5308,1966,4144,1521,7165,5774,-999999999,-999999999,-999999999,-999999999,1132,2048,7034,1518,2251,634,1562,923,639,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,06,115
0500000US08001,"Adams County, Colorado",529914,128671,135871,204996,60376,269664,260250,18003,7433,22233,-999999999,122071,229332,236023,46258,102901,105787,291245,160491,130754,50747,17656,11616,15499,5976,22580,28167,999,374,809,-999999999,21760,33727,13800,6013,11361,3495,12156,5502,6654,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,08,001
0500000US08005,"Arapahoe County, Colorado",650740,144078,155929,254874,95859,324589,326151,69020,-999999999,39314,-999999999,94731,143019,355678,36275,83101,210604,362203,191302,170901,69906,22951,17768,22238,6949,33410,36496,14320,-999999999,4497,-999999999,13215,19131,24806,7051,13522,8818,19220,9877,9343,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,08,005
0500000US08013,"Boulder County, Colorado",313270,54789,83200,120927,54354,158586,154684,-999999999,-999999999,14146,-999999999,42473,46651,234231,11062,23107,142735,176017,94346,81671,35650,4033,21268,6660,3689,17220,18430,-999999999,-999999999,1243,-999999999,4151,6506,24982,2295,2388,5141,12323,5425,6898,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,08,013
0500000US08014,"Broomfield County, Colorado",76628,15503,18210,30371,12544,38982,37646,-999999999,-999999999,-999999999,-999999999,-999999999,11119,54502,1576,7502,32632,42739,23243,19496,4067,458,1430,1843,336,1806,2261,-999999999,-999999999,-999999999,-999999999,-999999999,743,2636,195,868,1295,1891,902,989,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,08,014
0500000US08031,"Denver County, Colorado",705077,125364,220193,269247,90273,357461,347616,57935,-999999999,26551,-999999999,135351,196308,382672,43209,65232,306977,433295,226061,207234,70804,16749,19909,22659,11487,32441,38363,14132,-999999999,3162,-999999999,12684,26176,24018,7656,8011,11123,18850,8967,9883,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,08,031
0500000US08035,"Douglas County, Colorado",382869,87636,76729,164001,54503,191724,191145,-999999999,-999999999,21403,-999999999,41641,39665,293507,5140,28879,163916,215654,114758,100896,15828,3430,4409,5114,2875,6888,8940,-999999999,-999999999,1032,-999999999,1028,1835,11781,988,2077,3532,4449,1733,2716,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,08,035
0500000US08041,"El Paso County, Colorado",722058,167057,181927,267672,105402,363268,358790,42679,-999999999,22218,-999999999,93873,137562,472610,22793,89380,219902,359069,187795,171274,50648,13218,13458,15495,8477,23773,26875,2425,-999999999,1649,-999999999,8841,14032,27906,4273,7727,6319,13347,5303,8044,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,08,041
0500000US08059,"Jefferson County, Colorado",567525,102141,128564,232754,104066,286199,281326,5913,-999999999,16678,-999999999,69941,91834,426508,17875,71888,225923,325996,168401,157595,42131,7681,12324,14153,7973,19914,22217,268,-999999999,2122,-999999999,9582,13265,24807,3379,9298,6712,10805,4631,6174,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,08,059
0500000US08069,"Larimer County, Colorado",360004,65587,99187,130579,64651,180094,179910,-999999999,-999999999,7428,-999999999,39370,46804,284331,7192,40157,132602,195271,103053,92218,38016,4832,20682,7962,4540,16018,21998,-999999999,-999999999,1046,-999999999,3615,4237,29546,1306,4141,5681,12688,4393,8295,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,08,069
0500000US08077,"Mesa County, Colorado",155659,31895,31162,58959,33643,76436,79223,-999999999,-999999999,-999999999,-999999999,17093,24072,121564,8296,29675,36275,73246,38964,34282,19264,4158,4076,7309,3721,8774,10490,-999999999,-999999999,-999999999,-999999999,2340,3408,14109,2078,3796,3294,4268,1853,2415,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,08,077
0500000US08101,"Pueblo County, Colorado",164057,35580,33870,62069,32538,81168,82889,-999999999,-999999999,-999999999,-999999999,23200,70896,82350,7996,36910,28202,75854,39797,36057,20478,5334,3823,6209,5112,9472,11006,-999999999,-999999999,-999999999,-999999999,4422,11471,7148,2327,5030,1688,3491,1461,2030,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,08,101
0500000US08123,"Weld County, Colorado",353066,88471,83203,134882,46510,179432,173634,-999999999,-999999999,-999999999,-999999999,51490,110083,214776,24727,58665,79527,186208,101977,84231,31846,9383,9531,8196,4736,15103,16743,-999999999,-999999999,-999999999,-999999999,3728,17135,12727,4016,5173,2499,9428,5309,4119,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,08,123
0500000US09110,"Capitol Planning Region, Connecticut",941672,192600,205277,368222,175573,459418,482254,114649,-999999999,54979,-999999999,97485,169845,563383,55982,169710,280595,499754,254577,245177,91939,21974,24962,28130,16873,42503,49436,14294,-999999999,4663,-999999999,11106,37175,33688,15405,19958,6460,19654,9225,10429,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,09,110
0500000US09120,"Greater Bridgeport Planning Region, Connecticut",317581,70316,63222,130872,53171,156748,160833,43904,-999999999,-999999999,-999999999,38185,86838,158424,30632,53933,94819,164311,86047,78264,34502,8977,6652,12576,6297,15139,19363,5394,-999999999,-999999999,-999999999,5857,19867,8715,7550,7230,3546,7802,4151,3651,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,09,120
0500000US09130,"Lower Connecticut River Valley Planning Region, Connecticut",170751,28840,32451,70541,38919,84037,86714,8712,-999999999,-999999999,-999999999,13230,13617,135872,5950,30641,62187,92961,46038,46923,12307,2168,2475,6176,1488,5124,7183,1968,-999999999,-999999999,-999999999,1084,1062,8358,1609,3277,1821,3496,863,2633,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,09,130
0500000US09140,"Naugatuck Valley Planning Region, Connecticut",450901,91229,93219,178088,88365,219412,231489,52410,-999999999,18433,-999999999,62434,93356,264214,29033,94119,107450,232405,117082,115323,52256,16746,9799,17501,8210,22435,29821,13752,-999999999,405,-999999999,7509,19567,16014,6982,10710,4000,8953,3053,5900,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,09,140
0500000US09150,"Northeastern Connecticut Planning Region, Connecticut",95641,17241,18900,40017,19483,47868,47773,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,83273,4090,25599,21217,53397,28044,25353,6076,1336,767,1743,2230,2444,3632,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,5454,855,1801,397,909,261,648,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,09,150
0500000US09160,"Northwest Hills Planning Region, Connecticut",112578,20010,19720,46866,25982,56870,55708,-999999999,-999999999,2778,-999999999,8525,10528,91330,4892,23793,34917,59717,31029,28688,9480,1561,1852,3667,2400,3865,5615,-999999999,-999999999,600,-999999999,826,1571,7057,416,3551,1086,1964,575,1389,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,09,160
0500000US09170,"South Central Connecticut Planning Region, Connecticut",545184,107414,117375,214565,105830,263620,281564,74078,-999999999,25003,-999999999,58772,110624,315894,30808,109145,168566,289917,142693,147224,68678,18731,17012,21510,11425,31210,37468,19674,-999999999,3456,-999999999,8719,22032,21128,8398,13306,8341,15647,5999,9648,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,09,170
0500000US09180,"Southeastern Connecticut Planning Region, Connecticut",269322,52520,56655,105862,54285,136045,133277,14840,-999999999,10204,-999999999,27978,41278,190670,9164,57663,74351,134401,68454,65947,36237,10477,7160,13680,4920,15426,20811,3673,-999999999,913,-999999999,7977,14896,16363,2808,9247,3660,8537,2567,5970,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,09,180
0500000US09190,"Western Connecticut Planning Region, Connecticut",618322,133515,122313,252561,109933,304175,314147,61784,-999999999,35404,-999999999,74076,129051,359085,33918,72501,247722,333866,180318,153548,50549,12837,10571,17786,9355,21811,28738,7447,-999999999,685,-999999999,6393,23173,19251,6072,9853,8872,14622,5359,9263,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,09,190
0500000US10001,"Kent County, Delaware",184906,42035,39413,68416,35042,88755,96151,52240,-999999999,-999999999,-999999999,14656,15093,105185,10793,42562,34905,90765,43791,46974,20439,6463,2760,7887,3329,9048,11391,8957,-999999999,-999999999,-999999999,1171,1832,8609,3978,3528,832,5405,2114,3291,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,10,001
0500000US10003,"New Castle County, Delaware",562193,121062,120582,221202,99347,272952,289241,146334,-999999999,36066,-999999999,44906,67760,291470,30837,104442,164080,292776,150745,142031,60120,17582,17432,16667,8439,24879,35241,19720,-999999999,1103,-999999999,6731,13787,23150,6664,11714,6338,15500,5808,9692,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,10,003
0500000US10005,"Sussex County, Delaware",259923,45599,39414,93552,81358,124823,135100,24951,-999999999,3608,-999999999,22775,29760,189660,19641,56421,66837,116521,59218,57303,25468,7673,4724,7822,5249,11996,13472,5450,-999999999,96,-999999999,2588,7511,11707,3085,5591,2819,4380,2037,2343,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,10,005
